,stco,NAME,2000,2010
602,17009,"Brown County, Illinois",6950,6937
603,17011,"Bureau County, Illinois",35503,34978
604,17013,"Calhoun County, Illinois",5084,5089
605,17015,"Carroll County, Illinois",16674,15387
606,17017,"Cass County, Illinois",13695,13642
607,17019,"Champaign County, Illinois",179669,201081
608,17021,"Christian County, Illinois",35372,34800
609,17023,"Clark County, Illinois",17008,16335
610,17025,"Clay County, Illinois",14560,13815
611,17027,"Clinton County, Illinois",35535,37762
612,17029,"Coles County, Illinois",53196,53873
613,17031,"Cook County, Illinois",5376741,5194675
614,17033,"Crawford County, Illinois",20452,19817
615,17035,"Cumberland County, Illinois",11253,11048
616,17037,"DeKalb County, Illinois",88969,105160
617,17039,"De Witt County, Illinois",16798,16561
618,17041,"Douglas County, Illinois",19922,19980
619,17043,"DuPage County, Illinois",904161,916924
620,17045,"Edgar County, Illinois",19704,18576
621,17047,"Edwards County, Illinois",6971,6721
622,17049,"Effingham County, Illinois",34264,34242
623,17051,"Fayette County, Illinois",21802,22140
624,17053,"Ford County, Illinois",14241,14081
625,17055,"Franklin County, Illinois",39018,39561
626,17057,"Fulton County, Illinois",38250,37069
627,17059,"Gallatin County, Illinois",6445,5589
628,17061,"Greene County, Illinois",14761,13886
629,17063,"Grundy County, Illinois",37535,50063
630,17065,"Hamilton County, Illinois",8621,8457
631,17067,"Hancock County, Illinois",20121,19104
632,17069,"Hardin County, Illinois",4800,4320
633,17071,"Henderson County, Illinois",8213,7331
634,17073,"Henry County, Illinois",51020,50486
635,17075,"Iroquois County, Illinois",31334,29718
636,17077,"Jackson County, Illinois",59612,60218
637,17079,"Jasper County, Illinois",10117,9698
638,17081,"Jefferson County, Illinois",40045,38827
639,17083,"Jersey County, Illinois",21668,22985
640,17085,"Jo Daviess County, Illinois",22289,22678
641,17087,"Johnson County, Illinois",12878,12582
642,17089,"Kane County, Illinois",404119,515269
643,17091,"Kankakee County, Illinois",103833,113449
644,17093,"Kendall County, Illinois",54544,114736
645,17095,"Knox County, Illinois",55836,52919
646,17097,"Lake County, Illinois",644356,703462
647,17099,"La Salle County, Illinois",111509,0
648,17099,"LaSalle County, Illinois",0,113924
649,17101,"Lawrence County, Illinois",15452,16833
650,17103,"Lee County, Illinois",36062,36031
651,17105,"Livingston County, Illinois",39678,38950
652,17107,"Logan County, Illinois",31183,30305
653,17109,"McDonough County, Illinois",32913,32612
654,17111,"McHenry County, Illinois",260077,308760
655,17113,"McLean County, Illinois",150433,169572
656,17115,"Macon County, Illinois",114706,110768
657,17117,"Macoupin County, Illinois",49019,47765
658,17119,"Madison County, Illinois",258941,269282
659,17121,"Marion County, Illinois",41691,39437
660,17123,"Marshall County, Illinois",13180,12640
661,17125,"Mason County, Illinois",16038,14666
662,17127,"Massac County, Illinois",15161,15429
663,17129,"Menard County, Illinois",12486,12705
664,17131,"Mercer County, Illinois",16957,16434
665,17133,"Monroe County, Illinois",27619,32957
666,17135,"Montgomery County, Illinois",30652,30104
667,17137,"Morgan County, Illinois",36616,35547
668,17139,"Moultrie County, Illinois",14287,14846
669,17141,"Ogle County, Illinois",51032,53497
670,17143,"Peoria County, Illinois",183433,186494
671,17145,"Perry County, Illinois",23094,22350
672,17147,"Piatt County, Illinois",16365,16729
673,17149,"Pike County, Illinois",17384,16430
674,17151,"Pope County, Illinois",4413,4470
675,17153,"Pulaski County, Illinois",7348,6161
676,17155,"Putnam County, Illinois",6086,6006
677,17157,"Randolph County, Illinois",33893,33476
678,17159,"Richland County, Illinois",16149,16233
679,17161,"Rock Island County, Illinois",149374,147546
680,17163,"St. Clair County, Illinois",256082,270056
681,17165,"Saline County, Illinois",26733,24913
682,17167,"Sangamon County, Illinois",188951,197465
683,17169,"Schuyler County, Illinois",7189,7544
684,17171,"Scott County, Illinois",5537,5355
685,17173,"Shelby County, Illinois",22893,22363
686,17175,"Stark County, Illinois",6332,5994
687,17177,"Stephenson County, Illinois",48979,47711
688,17179,"Tazewell County, Illinois",128485,135394
689,17181,"Union County, Illinois",18293,17808
690,17183,"Vermilion County, Illinois",83919,81625
691,17185,"Wabash County, Illinois",12937,11947
692,17187,"Warren County, Illinois",18735,17707
693,17189,"Washington County, Illinois",15148,14716
694,17191,"Wayne County, Illinois",17151,16760
695,17193,"White County, Illinois",15371,14665
696,17195,"Whiteside County, Illinois",60653,58498
697,17197,"Will County, Illinois",502266,677560
698,17199,"Williamson County, Illinois",61296,66357
699,17201,"Winnebago County, Illinois",278418,295266
700,17203,"Woodford County, Illinois",35469,38664
701,18001,"Adams County, Indiana",33625,34387
702,18003,"Allen County, Indiana",331849,355329
703,18005,"Bartholomew County, Indiana",71435,76794
704,18007,"Benton County, Indiana",9421,8854
705,18009,"Blackford County, Indiana",14048,12766
706,18011,"Boone County, Indiana",46107,56640
707,18013,"Brown County, Indiana",14957,15242
708,18015,"Carroll County, Indiana",20165,20155
709,18017,"Cass County, Indiana",40930,38966
710,18019,"Clark County, Indiana",96472,110232
711,18021,"Clay County, Indiana",26556,26890
712,18023,"Clinton County, Indiana",33866,33224
713,18025,"Crawford County, Indiana",10743,10713
714,18027,"Daviess County, Indiana",29820,31648
715,18029,"Dearborn County, Indiana",46109,50047
716,18031,"Decatur County, Indiana",24555,25740
717,18033,"DeKalb County, Indiana",40285,42223
718,18035,"Delaware County, Indiana",118769,117671
719,18037,"Dubois County, Indiana",39674,41889
720,18039,"Elkhart County, Indiana",182791,197559
721,18041,"Fayette County, Indiana",25588,24277
722,18043,"Floyd County, Indiana",70823,74578
723,18045,"Fountain County, Indiana",17954,17240
724,18047,"Franklin County, Indiana",22151,23087
725,18049,"Fulton County, Indiana",20511,20836
726,18051,"Gibson County, Indiana",32500,33503
727,18053,"Grant County, Indiana",73403,70061
728,18055,"Greene County, Indiana",33157,33165
729,18057,"Hamilton County, Indiana",182740,274569
730,18059,"Hancock County, Indiana",55391,70002
731,18061,"Harrison County, Indiana",34325,39364
732,18063,"Hendricks County, Indiana",104093,145448
733,18065,"Henry County, Indiana",48508,49462
734,18067,"Howard County, Indiana",84964,82752
735,18069,"Huntington County, Indiana",38075,37124
736,18071,"Jackson County, Indiana",41335,42376
737,18073,"Jasper County, Indiana",30043,33478
738,18075,"Jay County, Indiana",21806,21253
739,18077,"Jefferson County, Indiana",31705,32428
740,18079,"Jennings County, Indiana",27554,28525
741,18081,"Johnson County, Indiana",115209,139654
742,18083,"Knox County, Indiana",39256,38440
743,18085,"Kosciusko County, Indiana",74057,77358
744,18087,"LaGrange County, Indiana",34909,37128
745,18089,"Lake County, Indiana",484564,496005
746,18091,"LaPorte County, Indiana",110106,111467
747,18093,"Lawrence County, Indiana",45922,46134
748,18095,"Madison County, Indiana",133358,131636
749,18097,"Marion County, Indiana",860454,903393
750,18099,"Marshall County, Indiana",45128,47051
751,18101,"Martin County, Indiana",10369,10334
752,18103,"Miami County, Indiana",36082,36903
753,18105,"Monroe County, Indiana",120563,137974
754,18107,"Montgomery County, Indiana",37629,38124
755,18109,"Morgan County, Indiana",66689,68894
756,18111,"Newton County, Indiana",14566,14244
757,18113,"Noble County, Indiana",46275,47536
758,18115,"Ohio County, Indiana",5623,6128
759,18117,"Orange County, Indiana",19306,19840
760,18119,"Owen County, Indiana",21786,21575
761,18121,"Parke County, Indiana",17241,17339
762,18123,"Perry County, Indiana",18899,19338
763,18125,"Pike County, Indiana",12837,12845
764,18127,"Porter County, Indiana",146798,164343
765,18129,"Posey County, Indiana",27061,25910
766,18131,"Pulaski County, Indiana",13755,13402
767,18133,"Putnam County, Indiana",36019,37963
768,18135,"Randolph County, Indiana",27401,26171
769,18137,"Ripley County, Indiana",26523,28818
770,18139,"Rush County, Indiana",18261,17392
771,18141,"St. Joseph County, Indiana",265559,266931
772,18143,"Scott County, Indiana",22960,24181
773,18145,"Shelby County, Indiana",43445,44436
774,18147,"Spencer County, Indiana",20391,20952
775,18149,"Starke County, Indiana",23556,23363
776,18151,"Steuben County, Indiana",33214,34185
777,18153,"Sullivan County, Indiana",21751,21475
778,18155,"Switzerland County, Indiana",9065,10613
779,18157,"Tippecanoe County, Indiana",148955,172780
780,18159,"Tipton County, Indiana",16577,15936
781,18161,"Union County, Indiana",7349,7516
782,18163,"Vanderburgh County, Indiana",171922,179703
783,18165,"Vermillion County, Indiana",16788,16212
784,18167,"Vigo County, Indiana",105848,107848
785,18169,"Wabash County, Indiana",34960,32888
786,18171,"Warren County, Indiana",8419,8508
787,18173,"Warrick County, Indiana",52383,59689
788,18175,"Washington County, Indiana",27223,28262
789,18177,"Wayne County, Indiana",71097,68917
790,18179,"Wells County, Indiana",27600,27636
791,18181,"White County, Indiana",25267,24643
792,18183,"Whitley County, Indiana",30707,33292
793,19001,"Adair County, Iowa",8243,7682
794,19003,"Adams County, Iowa",4482,4029
795,19005,"Allamakee County, Iowa",14675,14330
796,19007,"Appanoose County, Iowa",13721,12887
797,19009,"Audubon County, Iowa",6830,6119
798,19011,"Benton County, Iowa",25308,26076
799,19013,"Black Hawk County, Iowa",128012,131090
800,19015,"Boone County, Iowa",26224,26306
801,19017,"Bremer County, Iowa",23325,24276
802,19019,"Buchanan County, Iowa",21093,20958
803,19021,"Buena Vista County, Iowa",20411,20260
804,19023,"Butler County, Iowa",15305,14867
805,19025,"Calhoun County, Iowa",11115,9670
806,19027,"Carroll County, Iowa",21421,20816
807,19029,"Cass County, Iowa",14684,13956
808,19031,"Cedar County, Iowa",18187,18499
809,19033,"Cerro Gordo County, Iowa",46447,44151
810,19035,"Cherokee County, Iowa",13035,12072
811,19037,"Chickasaw County, Iowa",13095,12439
812,19039,"Clarke County, Iowa",9133,9286
813,19041,"Clay County, Iowa",17372,16667
814,19043,"Clayton County, Iowa",18678,18129
815,19045,"Clinton County, Iowa",50149,49116
816,19047,"Crawford County, Iowa",16942,17096
817,19049,"Dallas County, Iowa",40750,66135
818,19051,"Davis County, Iowa",8541,8753
819,19053,"Decatur County, Iowa",8689,8457
820,19055,"Delaware County, Iowa",18404,17764
821,19057,"Des Moines County, Iowa",42351,40325
822,19059,"Dickinson County, Iowa",16424,16667
823,19061,"Dubuque County, Iowa",89143,93653
824,19063,"Emmet County, Iowa",11027,10302
825,19065,"Fayette County, Iowa",22008,20880
826,19067,"Floyd County, Iowa",16900,16303
827,19069,"Franklin County, Iowa",10704,10680
828,19071,"Fremont County, Iowa",8010,7441
829,19073,"Greene County, Iowa",10366,9336
830,19075,"Grundy County, Iowa",12369,12453
831,19077,"Guthrie County, Iowa",11353,10954
832,19079,"Hamilton County, Iowa",16438,15673
833,19081,"Hancock County, Iowa",12100,11341
834,19083,"Hardin County, Iowa",18812,17534
835,19085,"Harrison County, Iowa",15666,14928
836,19087,"Henry County, Iowa",20336,20145
837,19089,"Howard County, Iowa",9932,9566
838,19091,"Humboldt County, Iowa",10381,9815
839,19093,"Ida County, Iowa",7837,7089
840,19095,"Iowa County, Iowa",15671,16355
841,19097,"Jackson County, Iowa",20296,19848
842,19099,"Jasper County, Iowa",37213,36842
843,19101,"Jefferson County, Iowa",16181,16843
844,19103,"Johnson County, Iowa",111006,130882
845,19105,"Jones County, Iowa",20221,20638
846,19107,"Keokuk County, Iowa",11400,10511
847,19109,"Kossuth County, Iowa",17163,15543
848,19111,"Lee County, Iowa",38052,35862
849,19113,"Linn County, Iowa",191701,211226
850,19115,"Louisa County, Iowa",12183,11387
851,19117,"Lucas County, Iowa",9422,8898
852,19119,"Lyon County, Iowa",11763,11581
853,19121,"Madison County, Iowa",14019,15679
854,19123,"Mahaska County, Iowa",22335,22381
855,19125,"Marion County, Iowa",32052,33309
856,19127,"Marshall County, Iowa",39311,40648
857,19129,"Mills County, Iowa",14547,15059
858,19131,"Mitchell County, Iowa",10874,10776
859,19133,"Monona County, Iowa",10020,9243
860,19135,"Monroe County, Iowa",8016,7970
861,19137,"Montgomery County, Iowa",11771,10740
862,19139,"Muscatine County, Iowa",41722,42745
863,19141,"O'Brien County, Iowa",15102,14398
864,19143,"Osceola County, Iowa",7003,6462
865,19145,"Page County, Iowa",16976,15932
866,19147,"Palo Alto County, Iowa",10147,9421
867,19149,"Plymouth County, Iowa",24849,24986
868,19151,"Pocahontas County, Iowa",8662,7310
869,19153,"Polk County, Iowa",374601,430640
870,19155,"Pottawattamie County, Iowa",87704,93158
871,19157,"Poweshiek County, Iowa",18815,18914
872,19159,"Ringgold County, Iowa",5469,5131
873,19161,"Sac County, Iowa",11529,10350
874,19163,"Scott County, Iowa",158668,165224
875,19165,"Shelby County, Iowa",13173,12167
876,19167,"Sioux County, Iowa",31589,33704
877,19169,"Story County, Iowa",79981,89542
878,19171,"Tama County, Iowa",18103,17767
879,19173,"Taylor County, Iowa",6958,6317
880,19175,"Union County, Iowa",12309,12534
881,19177,"Van Buren County, Iowa",7809,7570
882,19179,"Wapello County, Iowa",36051,35625
883,19181,"Warren County, Iowa",40671,46225
884,19183,"Washington County, Iowa",20670,21704
885,19185,"Wayne County, Iowa",6730,6403
886,19187,"Webster County, Iowa",40235,38013
887,19189,"Winnebago County, Iowa",11723,10866
888,19191,"Winneshiek County, Iowa",21310,21056
889,19193,"Woodbury County, Iowa",103877,102172
890,19195,"Worth County, Iowa",7909,7598
891,19197,"Wright County, Iowa",14334,13229
892,20001,"Allen County, Kansas",14385,13371
893,20003,"Anderson County, Kansas",8110,8102
894,20005,"Atchison County, Kansas",16774,16924
895,20007,"Barber County, Kansas",5307,4861
896,20009,"Barton County, Kansas",28205,27674
897,20011,"Bourbon County, Kansas",15379,15173
898,20013,"Brown County, Kansas",10724,9984
899,20015,"Butler County, Kansas",59482,65880
900,20017,"Chase County, Kansas",3030,2790
901,20019,"Chautauqua County, Kansas",4359,3669
902,20021,"Cherokee County, Kansas",22605,21603
903,20023,"Cheyenne County, Kansas",3165,2726
904,20025,"Clark County, Kansas",2390,2215
905,20027,"Clay County, Kansas",8822,8535
906,20029,"Cloud County, Kansas",10268,9533
907,20031,"Coffey County, Kansas",8865,8601
908,20033,"Comanche County, Kansas",1967,1891
909,20035,"Cowley County, Kansas",36291,36311
910,20037,"Crawford County, Kansas",38242,39134
911,20039,"Decatur County, Kansas",3472,2961
912,20041,"Dickinson County, Kansas",19344,19754
913,20043,"Doniphan County, Kansas",8249,7945
914,20045,"Douglas County, Kansas",99962,110826
915,20047,"Edwards County, Kansas",3449,3037
916,20049,"Elk County, Kansas",3261,2882
917,20051,"Ellis County, Kansas",27507,28452
918,20053,"Ellsworth County, Kansas",6525,6497
919,20055,"Finney County, Kansas",40523,36776
920,20057,"Ford County, Kansas",32458,33848
921,20059,"Franklin County, Kansas",24784,25992
922,20061,"Geary County, Kansas",27947,34362
923,20063,"Gove County, Kansas",3068,2695
924,20065,"Graham County, Kansas",2946,2597
925,20067,"Grant County, Kansas",7909,7829
926,20069,"Gray County, Kansas",5904,6006
927,20071,"Greeley County, Kansas",1534,1247
928,20073,"Greenwood County, Kansas",7673,6689
929,20075,"Hamilton County, Kansas",2670,2690
930,20077,"Harper County, Kansas",6536,6034
931,20079,"Harvey County, Kansas",32869,34684
932,20081,"Haskell County, Kansas",4307,4256
933,20083,"Hodgeman County, Kansas",2085,1916
934,20085,"Jackson County, Kansas",12657,13462
935,20087,"Jefferson County, Kansas",18426,19126
936,20089,"Jewell County, Kansas",3791,3077
937,20091,"Johnson County, Kansas",451086,544179
938,20093,"Kearny County, Kansas",4531,3977
939,20095,"Kingman County, Kansas",8673,7858
940,20097,"Kiowa County, Kansas",3278,2553
941,20099,"Labette County, Kansas",22835,21607
942,20101,"Lane County, Kansas",2155,1750
943,20103,"Leavenworth County, Kansas",68691,76227
944,20105,"Lincoln County, Kansas",3578,3241
945,20107,"Linn County, Kansas",9570,9656
946,20109,"Logan County, Kansas",3046,2756
947,20111,"Lyon County, Kansas",35935,33690
948,20113,"McPherson County, Kansas",29554,29180
949,20115,"Marion County, Kansas",13361,12660
950,20117,"Marshall County, Kansas",10965,10117
951,20119,"Meade County, Kansas",4631,4575
952,20121,"Miami County, Kansas",28351,32787
953,20123,"Mitchell County, Kansas",6932,6373
954,20125,"Montgomery County, Kansas",36252,35471
955,20127,"Morris County, Kansas",6104,5923
956,20129,"Morton County, Kansas",3496,3233
957,20131,"Nemaha County, Kansas",10717,10178
958,20133,"Neosho County, Kansas",16997,16512
959,20135,"Ness County, Kansas",3454,3107
960,20137,"Norton County, Kansas",5953,5671
961,20139,"Osage County, Kansas",16712,16295
962,20141,"Osborne County, Kansas",4452,3858
963,20143,"Ottawa County, Kansas",6163,6091
964,20145,"Pawnee County, Kansas",7233,6973
965,20147,"Phillips County, Kansas",6001,5642
966,20149,"Pottawatomie County, Kansas",18209,21604
967,20151,"Pratt County, Kansas",9647,9656
968,20153,"Rawlins County, Kansas",2966,2519
969,20155,"Reno County, Kansas",64790,64511
970,20157,"Republic County, Kansas",5835,4980
971,20159,"Rice County, Kansas",10761,10083
972,20161,"Riley County, Kansas",62843,71115
973,20163,"Rooks County, Kansas",5685,5181
974,20165,"Rush County, Kansas",3551,3307
975,20167,"Russell County, Kansas",7370,6970
976,20169,"Saline County, Kansas",53597,55606
977,20171,"Scott County, Kansas",5120,4936
978,20173,"Sedgwick County, Kansas",452869,498365
979,20175,"Seward County, Kansas",22510,22952
980,20177,"Shawnee County, Kansas",169871,177934
981,20179,"Sheridan County, Kansas",2813,2556
982,20181,"Sherman County, Kansas",6760,6010
983,20183,"Smith County, Kansas",4536,3853
984,20185,"Stafford County, Kansas",4789,4437
985,20187,"Stanton County, Kansas",2406,2235
986,20189,"Stevens County, Kansas",5463,5724
987,20191,"Sumner County, Kansas",25946,24132
988,20193,"Thomas County, Kansas",8180,7900
989,20195,"Trego County, Kansas",3319,3001
990,20197,"Wabaunsee County, Kansas",6885,7053
991,20199,"Wallace County, Kansas",1749,1485
992,20201,"Washington County, Kansas",6483,5799
993,20203,"Wichita County, Kansas",2531,2234
994,20205,"Wilson County, Kansas",10332,9409
995,20207,"Woodson County, Kansas",3788,3309
996,20209,"Wyandotte County, Kansas",157882,157505
997,21001,"Adair County, Kentucky",17244,18656
998,21003,"Allen County, Kentucky",17800,19956
999,21005,"Anderson County, Kentucky",19111,21421
1000,21007,"Ballard County, Kentucky",8286,8249
1001,21009,"Barren County, Kentucky",38033,42173
1002,21011,"Bath County, Kentucky",11085,11591
1003,21013,"Bell County, Kentucky",30060,28691
1004,21015,"Boone County, Kentucky",85991,118811
1005,21017,"Bourbon County, Kentucky",19360,19985
1006,21019,"Boyd County, Kentucky",49752,49542
1007,21021,"Boyle County, Kentucky",27697,28432
1008,21023,"Bracken County, Kentucky",8279,8488
1009,21025,"Breathitt County, Kentucky",16100,13878
1010,21027,"Breckinridge County, Kentucky",18648,20059
1011,21029,"Bullitt County, Kentucky",61236,74319
1012,21031,"Butler County, Kentucky",13010,12690
1013,21033,"Caldwell County, Kentucky",13060,12984
1014,21035,"Calloway County, Kentucky",34177,37191
1015,21037,"Campbell County, Kentucky",88616,90336
1016,21039,"Carlisle County, Kentucky",5351,5104
1017,21041,"Carroll County, Kentucky",10155,10811
1018,21043,"Carter County, Kentucky",26889,27720
1019,21045,"Casey County, Kentucky",15447,15955
1020,21047,"Christian County, Kentucky",72265,73955
1021,21049,"Clark County, Kentucky",33144,35613
1022,21051,"Clay County, Kentucky",24556,21730
1023,21053,"Clinton County, Kentucky",9634,10272
1024,21055,"Crittenden County, Kentucky",9384,9315
1025,21057,"Cumberland County, Kentucky",7147,6856
1026,21059,"Daviess County, Kentucky",91545,96656
1027,21061,"Edmonson County, Kentucky",11644,12161
1028,21063,"Elliott County, Kentucky",6748,7852
1029,21065,"Estill County, Kentucky",15307,14672
1030,21067,"Fayette County, Kentucky",260512,295803
1031,21069,"Fleming County, Kentucky",13792,14348
1032,21071,"Floyd County, Kentucky",42441,39451
1033,21073,"Franklin County, Kentucky",47687,49285
1034,21075,"Fulton County, Kentucky",7752,6813
1035,21077,"Gallatin County, Kentucky",7870,8589
1036,21079,"Garrard County, Kentucky",14792,16912
1037,21081,"Grant County, Kentucky",22384,24662
1038,21083,"Graves County, Kentucky",37028,37121
1039,21085,"Grayson County, Kentucky",24053,25746
1040,21087,"Green County, Kentucky",11518,11258
1041,21089,"Greenup County, Kentucky",36891,36910
1042,21091,"Hancock County, Kentucky",8392,8565
1043,21093,"Hardin County, Kentucky",94174,105543
1044,21095,"Harlan County, Kentucky",33202,29278
1045,21097,"Harrison County, Kentucky",17983,18846
1046,21099,"Hart County, Kentucky",17445,18199
1047,21101,"Henderson County, Kentucky",44829,46250
1048,21103,"Henry County, Kentucky",15060,15416
1049,21105,"Hickman County, Kentucky",5262,4902
1050,21107,"Hopkins County, Kentucky",46519,46920
1051,21109,"Jackson County, Kentucky",13495,13494
1052,21111,"Jefferson County, Kentucky",693604,741096
1053,21113,"Jessamine County, Kentucky",39041,48586
1054,21115,"Johnson County, Kentucky",23445,23356
1055,21117,"Kenton County, Kentucky",151464,159720
1056,21119,"Knott County, Kentucky",17649,16346
1057,21121,"Knox County, Kentucky",31795,31883
1058,21123,"Larue County, Kentucky",13373,14193
1059,21125,"Laurel County, Kentucky",52715,58849
1060,21127,"Lawrence County, Kentucky",15569,15860
1061,21129,"Lee County, Kentucky",7916,7887
1062,21131,"Leslie County, Kentucky",12401,11310
1063,21133,"Letcher County, Kentucky",25277,24519
1064,21135,"Lewis County, Kentucky",14092,13870
1065,21137,"Lincoln County, Kentucky",23361,24742
1066,21139,"Livingston County, Kentucky",9804,9519
1067,21141,"Logan County, Kentucky",26573,26835
1068,21143,"Lyon County, Kentucky",8080,8314
1069,21145,"McCracken County, Kentucky",65514,65565
1070,21147,"McCreary County, Kentucky",17080,18306
1071,21149,"McLean County, Kentucky",9938,9531
1072,21151,"Madison County, Kentucky",70872,82916
1073,21153,"Magoffin County, Kentucky",13332,13333
1074,21155,"Marion County, Kentucky",18212,19820
1075,21157,"Marshall County, Kentucky",30125,31448
1076,21159,"Martin County, Kentucky",12578,12929
1077,21161,"Mason County, Kentucky",16800,17490
1078,21163,"Meade County, Kentucky",26349,28602
1079,21165,"Menifee County, Kentucky",6556,6306
1080,21167,"Mercer County, Kentucky",20817,21331
1081,21169,"Metcalfe County, Kentucky",10037,10099
1082,21171,"Monroe County, Kentucky",11756,10963
1083,21173,"Montgomery County, Kentucky",22554,26499
1084,21175,"Morgan County, Kentucky",13948,13923
1085,21177,"Muhlenberg County, Kentucky",31839,31499
1086,21179,"Nelson County, Kentucky",37477,43437
1087,21181,"Nicholas County, Kentucky",6813,7135
1088,21183,"Ohio County, Kentucky",22916,23842
1089,21185,"Oldham County, Kentucky",46178,60316
1090,21187,"Owen County, Kentucky",10547,10841
1091,21189,"Owsley County, Kentucky",4858,4755
1092,21191,"Pendleton County, Kentucky",14390,14877
1093,21193,"Perry County, Kentucky",29390,28712
1094,21195,"Pike County, Kentucky",68736,65024
1095,21197,"Powell County, Kentucky",13237,12613
1096,21199,"Pulaski County, Kentucky",56217,63063
1097,21201,"Robertson County, Kentucky",2266,2282
1098,21203,"Rockcastle County, Kentucky",16582,17056
1099,21205,"Rowan County, Kentucky",22094,23333
1100,21207,"Russell County, Kentucky",16315,17565
1101,21209,"Scott County, Kentucky",33061,47173
1102,21211,"Shelby County, Kentucky",33337,42074
1103,21213,"Simpson County, Kentucky",16405,17327
1104,21215,"Spencer County, Kentucky",11766,17061
1105,21217,"Taylor County, Kentucky",22927,24512
1106,21219,"Todd County, Kentucky",11971,12460
1107,21221,"Trigg County, Kentucky",12597,14339
1108,21223,"Trimble County, Kentucky",8125,8809
1109,21225,"Union County, Kentucky",15637,15007
1110,21227,"Warren County, Kentucky",92522,113792
1111,21229,"Washington County, Kentucky",10916,11717
1112,21231,"Wayne County, Kentucky",19923,20813
1113,21233,"Webster County, Kentucky",14120,13621
1114,21235,"Whitley County, Kentucky",35865,35637
1115,21237,"Wolfe County, Kentucky",7065,7355
1116,21239,"Woodford County, Kentucky",23208,24939
1117,22001,"Acadia Parish, Louisiana",58861,61773
1118,22003,"Allen Parish, Louisiana",25440,25764
1119,22005,"Ascension Parish, Louisiana",76627,107215
1120,22007,"Assumption Parish, Louisiana",23388,23421
1121,22009,"Avoyelles Parish, Louisiana",41481,42073
1122,22011,"Beauregard Parish, Louisiana",32986,35654
1123,22013,"Bienville Parish, Louisiana",15752,14353
1124,22015,"Bossier Parish, Louisiana",98310,116979
1125,22017,"Caddo Parish, Louisiana",252161,254969
1126,22019,"Calcasieu Parish, Louisiana",183577,192768
1127,22021,"Caldwell Parish, Louisiana",10560,10132
1128,22023,"Cameron Parish, Louisiana",9991,6839
1129,22025,"Catahoula Parish, Louisiana",10920,10407
1130,22027,"Claiborne Parish, Louisiana",16851,17195
1131,22029,"Concordia Parish, Louisiana",20247,20822
1132,22031,"De Soto Parish, Louisiana",25494,26656
1133,22033,"East Baton Rouge Parish, Louisiana",412852,440171
1134,22035,"East Carroll Parish, Louisiana",9421,7759
1135,22037,"East Feliciana Parish, Louisiana",21360,20267
1136,22039,"Evangeline Parish, Louisiana",35434,33984
1137,22041,"Franklin Parish, Louisiana",21263,20767
1138,22043,"Grant Parish, Louisiana",18698,22309
1139,22045,"Iberia Parish, Louisiana",73266,73240
1140,22047,"Iberville Parish, Louisiana",33320,33387
1141,22049,"Jackson Parish, Louisiana",15397,16274
1142,22051,"Jefferson Parish, Louisiana",455466,432552
1143,22053,"Jefferson Davis Parish, Louisiana",31435,31594
1144,22055,"Lafayette Parish, Louisiana",190503,221578
1145,22057,"Lafourche Parish, Louisiana",89974,96318
1146,22059,"La Salle Parish, Louisiana",14282,14890
1147,22061,"Lincoln Parish, Louisiana",42509,46735
1148,22063,"Livingston Parish, Louisiana",91814,128026
1149,22065,"Madison Parish, Louisiana",13728,12093
1150,22067,"Morehouse Parish, Louisiana",31021,27979
1151,22069,"Natchitoches Parish, Louisiana",39080,39566
1152,22071,"Orleans Parish, Louisiana",484674,343829
1153,22073,"Ouachita Parish, Louisiana",147250,153720
1154,22075,"Plaquemines Parish, Louisiana",26757,23042
1155,22077,"Pointe Coupee Parish, Louisiana",22763,22802
1156,22079,"Rapides Parish, Louisiana",126337,131613
1157,22081,"Red River Parish, Louisiana",9622,9091
1158,22083,"Richland Parish, Louisiana",20981,20725
1159,22085,"Sabine Parish, Louisiana",23459,24233
1160,22087,"St. Bernard Parish, Louisiana",67229,35897
1161,22089,"St. Charles Parish, Louisiana",48072,52780
1162,22091,"St. Helena Parish, Louisiana",10525,11203
1163,22093,"St. James Parish, Louisiana",21216,22102
1164,22095,"St. John the Baptist Parish, Louisiana",43044,45924
1165,22097,"St. Landry Parish, Louisiana",87700,83384
1166,22099,"St. Martin Parish, Louisiana",48583,52160
1167,22101,"St. Mary Parish, Louisiana",53500,54650
1168,22103,"St. Tammany Parish, Louisiana",191268,233740
1169,22105,"Tangipahoa Parish, Louisiana",100588,121097
1170,22107,"Tensas Parish, Louisiana",6618,5252
1171,22109,"Terrebonne Parish, Louisiana",104503,111860
1172,22111,"Union Parish, Louisiana",22803,22721
1173,22113,"Vermilion Parish, Louisiana",53807,57999
1174,22115,"Vernon Parish, Louisiana",52531,52334
1175,22117,"Washington Parish, Louisiana",43926,47168
1176,22119,"Webster Parish, Louisiana",41831,41207
1177,22121,"West Baton Rouge Parish, Louisiana",21601,23788
1178,22123,"West Carroll Parish, Louisiana",12314,11604
1179,22125,"West Feliciana Parish, Louisiana",15111,15625
1180,22127,"Winn Parish, Louisiana",16894,15313
1181,23001,"Androscoggin County, Maine",103793,107702
1182,23003,"Aroostook County, Maine",73938,71870
1183,23005,"Cumberland County, Maine",265612,281674
1184,23007,"Franklin County, Maine",29467,30768
1185,23009,"Hancock County, Maine",51791,54418
1186,23011,"Kennebec County, Maine",117114,122151
