0,stco,NAME,H001001,H001001,H003002,H003002,H003003,H003003
669,17141,"Ogle County, Illinois",20420,22561,19278,20856,1142,1705
670,17143,"Peoria County, Illinois",78204,83034,72733,75793,5471,7241
671,17145,"Perry County, Illinois",9457,9426,8504,8335,953,1091
672,17147,"Piatt County, Illinois",6798,7269,6475,6782,323,487
673,17149,"Pike County, Illinois",8011,7951,6876,6639,1135,1312
674,17151,"Pope County, Illinois",2351,2491,1769,1829,582,662
675,17153,"Pulaski County, Illinois",3353,3155,2893,2642,460,513
676,17155,"Putnam County, Illinois",2888,3074,2415,2509,473,565
677,17157,"Randolph County, Illinois",13328,13707,12084,12314,1244,1393
678,17159,"Richland County, Illinois",7468,7513,6660,6726,808,787
679,17161,"Rock Island County, Illinois",64489,65756,60712,61303,3777,4453
680,17163,"St. Clair County, Illinois",104446,116249,96810,105045,7636,11204
681,17165,"Saline County, Illinois",12360,11697,10992,10379,1368,1318
682,17167,"Sangamon County, Illinois",85459,89901,78722,82986,6737,6915
683,17169,"Schuyler County, Illinois",3304,3459,2975,3040,329,419
684,17171,"Scott County, Illinois",2464,2459,2222,2214,242,245
685,17173,"Shelby County, Illinois",10060,10396,9056,9216,1004,1180
686,17175,"Stark County, Illinois",2725,2674,2525,2425,200,249
687,17177,"Stephenson County, Illinois",21713,22081,19785,19845,1928,2236
688,17179,"Tazewell County, Illinois",52973,57516,50327,54146,2646,3370
689,17181,"Union County, Illinois",7894,7924,7290,7167,604,757
690,17183,"Vermilion County, Illinois",36349,36318,33406,32655,2943,3663
691,17185,"Wabash County, Illinois",5758,5585,5192,5012,566,573
692,17187,"Warren County, Illinois",7787,7682,7166,6918,621,764
693,17189,"Washington County, Illinois",6385,6534,5848,5926,537,608
694,17191,"Wayne County, Illinois",7950,7975,7143,7102,807,873
695,17193,"White County, Illinois",7393,7181,6534,6313,859,868
696,17195,"Whiteside County, Illinois",25025,25770,23684,23740,1341,2030
697,17197,"Will County, Illinois",175524,237501,167542,225256,7982,12245
698,17199,"Williamson County, Illinois",27703,30359,25358,27421,2345,2938
699,17201,"Winnebago County, Illinois",114404,125965,107980,115501,6424,10464
700,17203,"Woodford County, Illinois",13487,15145,12797,14276,690,869
701,18001,"Adams County, Indiana",12404,13014,11818,12011,586,1003
702,18003,"Allen County, Indiana",138905,152184,128745,137851,10160,14333
703,18005,"Bartholomew County, Indiana",29853,33098,27936,29860,1917,3238
704,18007,"Benton County, Indiana",3818,3937,3558,3479,260,458
705,18009,"Blackford County, Indiana",6155,6051,5690,5236,465,815
706,18011,"Boone County, Indiana",17929,22754,17081,21149,848,1605
707,18013,"Brown County, Indiana",7163,8285,5897,6199,1266,2086
708,18015,"Carroll County, Indiana",8675,9472,7718,7900,957,1572
709,18017,"Cass County, Indiana",16620,16474,15715,14858,905,1616
710,18019,"Clark County, Indiana",41176,47776,38751,44248,2425,3528
711,18021,"Clay County, Indiana",11097,11703,10216,10447,881,1256
712,18023,"Clinton County, Indiana",13267,13321,12545,12105,722,1216
713,18025,"Crawford County, Indiana",5138,5520,4181,4303,957,1217
714,18027,"Daviess County, Indiana",11898,12471,10894,11329,1004,1142
715,18029,"Dearborn County, Indiana",17791,20171,16832,18743,959,1428
716,18031,"Decatur County, Indiana",9992,11209,9389,9977,603,1232
717,18033,"DeKalb County, Indiana",16144,17558,15134,15951,1010,1607
718,18035,"Delaware County, Indiana",51032,52357,47131,46516,3901,5841
719,18037,"Dubois County, Indiana",15511,17384,14813,16133,698,1251
720,18039,"Elkhart County, Indiana",69791,77767,66154,70244,3637,7523
721,18041,"Fayette County, Indiana",10981,10898,10199,9719,782,1179
722,18043,"Floyd County, Indiana",29087,31968,27511,29479,1576,2489
723,18045,"Fountain County, Indiana",7692,7865,7041,6935,651,930
724,18047,"Franklin County, Indiana",8596,9538,7868,8579,728,959
725,18049,"Fulton County, Indiana",9123,9708,8082,8237,1041,1471
726,18051,"Gibson County, Indiana",14125,14645,12847,13255,1278,1390
727,18053,"Grant County, Indiana",30560,30443,28319,27245,2241,3198
728,18055,"Greene County, Indiana",15053,15211,13372,13487,1681,1724
729,18057,"Hamilton County, Indiana",69478,106772,65933,99835,3545,6937
730,18059,"Hancock County, Indiana",21750,28125,20718,26304,1032,1821
731,18061,"Harrison County, Indiana",13699,16534,12917,15192,782,1342
732,18063,"Hendricks County, Indiana",39229,55454,37275,52368,1954,3086
733,18065,"Henry County, Indiana",20592,21288,19486,19077,1106,2211
734,18067,"Howard County, Indiana",37604,38679,34800,34301,2804,4378
735,18069,"Huntington County, Indiana",15269,15805,14242,14218,1027,1587
736,18071,"Jackson County, Indiana",17137,18202,16052,16501,1085,1701
737,18073,"Jasper County, Indiana",11236,13168,10686,12232,550,936
738,18075,"Jay County, Indiana",9074,9221,8405,8133,669,1088
739,18077,"Jefferson County, Indiana",13386,14311,12148,12635,1238,1676
740,18079,"Jennings County, Indiana",11469,12069,10134,10680,1335,1389
741,18081,"Johnson County, Indiana",45095,56649,42434,52242,2661,4407
742,18083,"Knox County, Indiana",17305,17038,15552,15249,1753,1789
743,18085,"Kosciusko County, Indiana",32188,37038,27283,29197,4905,7841
744,18087,"LaGrange County, Indiana",12938,14094,11225,11598,1713,2496
745,18089,"Lake County, Indiana",194992,208750,181633,188157,13359,20593
746,18091,"LaPorte County, Indiana",45621,48448,41050,42331,4571,6117
747,18093,"Lawrence County, Indiana",20560,21074,18535,18811,2025,2263
748,18095,"Madison County, Indiana",56939,59068,53052,51927,3887,7141
749,18097,"Marion County, Indiana",387183,417862,352164,366176,35019,51686
750,18099,"Marshall County, Indiana",18099,19845,16519,17406,1580,2439
751,18101,"Martin County, Indiana",4729,4786,4183,4216,546,570
752,18103,"Miami County, Indiana",15299,15479,13716,13456,1583,2023
753,18105,"Monroe County, Indiana",50846,59107,46898,54864,3948,4243
754,18107,"Montgomery County, Indiana",15678,16535,14595,14979,1083,1556
755,18109,"Morgan County, Indiana",25908,27754,24437,25765,1471,1989
756,18111,"Newton County, Indiana",5726,6030,5340,5503,386,527
757,18113,"Noble County, Indiana",18233,20109,16696,17355,1537,2754
758,18115,"Ohio County, Indiana",2424,2784,2201,2477,223,307
759,18117,"Orange County, Indiana",8348,9176,7621,7872,727,1304
760,18119,"Owen County, Indiana",9853,10091,8282,8486,1571,1605
761,18121,"Parke County, Indiana",7539,8085,6415,6222,1124,1863
762,18123,"Perry County, Indiana",8223,8495,7270,7476,953,1019
763,18125,"Pike County, Indiana",5611,5735,5119,5186,492,549
764,18127,"Porter County, Indiana",57616,66179,54649,61998,2967,4181
765,18129,"Posey County, Indiana",11076,11207,10205,10171,871,1036
766,18131,"Pulaski County, Indiana",5918,6060,5170,5282,748,778
767,18133,"Putnam County, Indiana",13505,14706,12374,12917,1131,1789
768,18135,"Randolph County, Indiana",11775,11743,10937,10451,838,1292
769,18137,"Ripley County, Indiana",10482,11952,9842,10789,640,1163
770,18139,"Rush County, Indiana",7337,7508,6923,6767,414,741
771,18141,"St. Joseph County, Indiana",107013,114849,100743,103069,6270,11780
772,18143,"Scott County, Indiana",9737,10440,8832,9397,905,1043
773,18145,"Shelby County, Indiana",17633,19080,16561,17302,1072,1778
774,18147,"Spencer County, Indiana",8333,8872,7569,8082,764,790
775,18149,"Starke County, Indiana",10201,10962,8740,9038,1461,1924
776,18151,"Steuben County, Indiana",17337,19377,12738,13310,4599,6067
777,18153,"Sullivan County, Indiana",8804,8939,7819,7823,985,1116
778,18155,"Switzerland County, Indiana",4226,4969,3435,4034,791,935
779,18157,"Tippecanoe County, Indiana",58343,71096,55226,65532,3117,5564
780,18159,"Tipton County, Indiana",6848,6998,6469,6376,379,622
781,18161,"Union County, Indiana",3077,3239,2793,2938,284,301
782,18163,"Vanderburgh County, Indiana",76300,83003,70623,74454,5677,8549
783,18165,"Vermillion County, Indiana",7405,7488,6762,6619,643,869
784,18167,"Vigo County, Indiana",45203,46006,40998,41361,4205,4645
785,18169,"Wabash County, Indiana",14034,14171,13215,12777,819,1394
786,18171,"Warren County, Indiana",3477,3680,3219,3337,258,343
787,18173,"Warrick County, Indiana",20546,24203,19438,22505,1108,1698
788,18175,"Washington County, Indiana",11191,12220,10264,10850,927,1370
789,18177,"Wayne County, Indiana",30468,31242,28469,27551,1999,3691
790,18179,"Wells County, Indiana",10970,11659,10402,10780,568,879
791,18181,"White County, Indiana",12083,12970,9727,9741,2356,3229
792,18183,"Whitley County, Indiana",12545,14281,11711,13001,834,1280
793,19001,"Adair County, Iowa",3690,3698,3398,3292,292,406
794,19003,"Adams County, Iowa",2109,2010,1867,1715,242,295
795,19005,"Allamakee County, Iowa",7142,7617,5722,5845,1420,1772
796,19007,"Appanoose County, Iowa",6697,6633,5779,5627,918,1006
797,19009,"Audubon County, Iowa",2995,2972,2773,2617,222,355
798,19011,"Benton County, Iowa",10377,11095,9746,10302,631,793
799,19013,"Black Hawk County, Iowa",51759,55887,49683,52470,2076,3417
800,19015,"Boone County, Iowa",10968,11756,10374,10728,594,1028
801,19017,"Bremer County, Iowa",9337,9915,8860,9385,477,530
802,19019,"Buchanan County, Iowa",8697,8968,7933,8161,764,807
803,19021,"Buena Vista County, Iowa",8145,8237,7499,7522,646,715
804,19023,"Butler County, Iowa",6578,6682,6175,6120,403,562
805,19025,"Calhoun County, Iowa",5219,5108,4513,4242,706,866
806,19027,"Carroll County, Iowa",9019,9376,8486,8683,533,693
807,19029,"Cass County, Iowa",6590,6591,6120,5980,470,611
808,19031,"Cedar County, Iowa",7570,8064,7147,7511,423,553
809,19033,"Cerro Gordo County, Iowa",21488,22163,19374,19350,2114,2813
810,19035,"Cherokee County, Iowa",5850,5777,5378,5207,472,570
811,19037,"Chickasaw County, Iowa",5593,5679,5192,5204,401,475
812,19039,"Clarke County, Iowa",3934,4086,3584,3701,350,385
813,19041,"Clay County, Iowa",7828,8062,7259,7282,569,780
814,19043,"Clayton County, Iowa",8619,8999,7375,7599,1244,1400
815,19045,"Clinton County, Iowa",21585,21733,20105,20223,1480,1510
816,19047,"Crawford County, Iowa",6958,6943,6441,6413,517,530
817,19049,"Dallas County, Iowa",16529,27260,15584,25240,945,2020
818,19051,"Davis County, Iowa",3530,3600,3207,3201,323,399
819,19053,"Decatur County, Iowa",3833,3834,3337,3223,496,611
820,19055,"Delaware County, Iowa",7682,8028,6834,7062,848,966
821,19057,"Des Moines County, Iowa",18643,18535,17270,17003,1373,1532
822,19059,"Dickinson County, Iowa",11375,12849,7103,7554,4272,5295
823,19061,"Dubuque County, Iowa",35505,38951,33690,36815,1815,2136
824,19063,"Emmet County, Iowa",4889,4758,4450,4236,439,522
825,19065,"Fayette County, Iowa",9505,9558,8778,8634,727,924
826,19067,"Floyd County, Iowa",7317,7526,6828,6886,489,640
827,19069,"Franklin County, Iowa",4763,4894,4356,4332,407,562
828,19071,"Fremont County, Iowa",3514,3431,3199,3064,315,367
829,19073,"Greene County, Iowa",4623,4546,4205,3996,418,550
830,19075,"Grundy County, Iowa",5304,5530,4984,5131,320,399
831,19077,"Guthrie County, Iowa",5467,5756,4641,4544,826,1212
832,19079,"Hamilton County, Iowa",7082,7219,6692,6540,390,679
833,19081,"Hancock County, Iowa",5164,5330,4795,4741,369,589
834,19083,"Hardin County, Iowa",8318,8224,7628,7296,690,928
835,19085,"Harrison County, Iowa",6602,6731,6115,5987,487,744
836,19087,"Henry County, Iowa",8246,8280,7626,7666,620,614
837,19089,"Howard County, Iowa",4327,4367,3974,3944,353,423
838,19091,"Humboldt County, Iowa",4645,4684,4295,4209,350,475
839,19093,"Ida County, Iowa",3506,3426,3213,3052,293,374
840,19095,"Iowa County, Iowa",6545,7258,6163,6677,382,581
841,19097,"Jackson County, Iowa",8949,9415,8078,8289,871,1126
842,19099,"Jasper County, Iowa",15659,16181,14689,14806,970,1375
843,19101,"Jefferson County, Iowa",7241,7594,6649,6846,592,748
844,19103,"Johnson County, Iowa",45831,55967,44080,52715,1751,3252
845,19105,"Jones County, Iowa",8126,8911,7560,8181,566,730
846,19107,"Keokuk County, Iowa",5013,4931,4586,4408,427,523
847,19109,"Kossuth County, Iowa",7605,7486,6974,6697,631,789
848,19111,"Lee County, Iowa",16612,16205,15161,14610,1451,1595
849,19113,"Linn County, Iowa",80551,92251,76753,86134,3798,6117
850,19115,"Louisa County, Iowa",5133,5002,4519,4346,614,656
851,19117,"Lucas County, Iowa",4239,4238,3811,3689,428,549
852,19119,"Lyon County, Iowa",4758,4848,4428,4442,330,406
853,19121,"Madison County, Iowa",5661,6554,5326,6025,335,529
854,19123,"Mahaska County, Iowa",9551,9766,8880,8975,671,791
855,19125,"Marion County, Iowa",12755,13914,12017,12723,738,1191
856,19127,"Marshall County, Iowa",16324,16831,15338,15538,986,1293
857,19129,"Mills County, Iowa",5671,6109,5324,5605,347,504
858,19131,"Mitchell County, Iowa",4594,4850,4294,4395,300,455
859,19133,"Monona County, Iowa",4660,4697,4211,4050,449,647
860,19135,"Monroe County, Iowa",3588,3884,3228,3213,360,671
861,19137,"Montgomery County, Iowa",5399,5239,4886,4558,513,681
862,19139,"Muscatine County, Iowa",16786,17910,15847,16412,939,1498
863,19141,"O'Brien County, Iowa",6509,6649,6001,6069,508,580
864,19143,"Osceola County, Iowa",3012,2990,2778,2682,234,308
865,19145,"Page County, Iowa",7302,7181,6708,6393,594,788
866,19147,"Palo Alto County, Iowa",4631,4628,4119,3994,512,634
867,19149,"Plymouth County, Iowa",9880,10550,9372,9875,508,675
868,19151,"Pocahontas County, Iowa",3988,3794,3617,3233,371,561
869,19153,"Polk County, Iowa",156447,182262,149112,170197,7335,12065
870,19155,"Pottawattamie County, Iowa",35761,39330,33844,36775,1917,2555
871,19157,"Poweshiek County, Iowa",8556,8949,7398,7555,1158,1394
872,19159,"Ringgold County, Iowa",2789,2613,2245,2047,544,566
873,19161,"Sac County, Iowa",5460,5429,4746,4482,714,947
874,19163,"Scott County, Iowa",65649,71835,62334,66765,3315,5070
875,19165,"Shelby County, Iowa",5459,5542,5173,5085,286,457
876,19167,"Sioux County, Iowa",11260,12279,10693,11584,567,695
877,19169,"Story County, Iowa",30630,36789,29383,34736,1247,2053
878,19171,"Tama County, Iowa",7583,7766,7018,6947,565,819
879,19173,"Taylor County, Iowa",3199,3107,2824,2679,375,428
880,19175,"Union County, Iowa",5657,5937,5242,5271,415,666
881,19177,"Van Buren County, Iowa",3581,3670,3181,3108,400,562
882,19179,"Wapello County, Iowa",15873,16098,14784,14552,1089,1546
883,19181,"Warren County, Iowa",15289,18371,14708,17262,581,1109
884,19183,"Washington County, Iowa",8543,9516,8056,8741,487,775
885,19185,"Wayne County, Iowa",3357,3212,2821,2652,536,560
886,19187,"Webster County, Iowa",16969,17035,15878,15580,1091,1455
887,19189,"Winnebago County, Iowa",5065,5194,4749,4597,316,597
888,19191,"Winneshiek County, Iowa",8208,8721,7734,7997,474,724
889,19193,"Woodbury County, Iowa",41394,41484,39151,39052,2243,2432
890,19195,"Worth County, Iowa",3534,3548,3278,3172,256,376
891,19197,"Wright County, Iowa",6559,6529,5940,5625,619,904
892,20001,"Allen County, Kansas",6449,6226,5775,5475,674,751
893,20003,"Anderson County, Kansas",3596,3720,3221,3260,375,460
894,20005,"Atchison County, Kansas",6818,6990,6275,6241,543,749
895,20007,"Barber County, Kansas",2740,2765,2235,2139,505,626
896,20009,"Barton County, Kansas",12888,12696,11393,11283,1495,1413
897,20011,"Bourbon County, Kansas",7135,7167,6161,5986,974,1181
898,20013,"Brown County, Kansas",4815,4779,4318,4094,497,685
899,20015,"Butler County, Kansas",23176,26058,21527,23992,1649,2066
900,20017,"Chase County, Kansas",1529,1503,1246,1150,283,353
901,20019,"Chautauqua County, Kansas",2169,2150,1796,1612,373,538
902,20021,"Cherokee County, Kansas",10031,9890,8875,8625,1156,1265
903,20023,"Cheyenne County, Kansas",1636,1518,1360,1260,276,258
904,20025,"Clark County, Kansas",1111,1135,979,923,132,212
905,20027,"Clay County, Kansas",4084,4042,3617,3559,467,483
906,20029,"Cloud County, Kansas",4838,4659,4163,3910,675,749
907,20031,"Coffey County, Kansas",3876,3964,3489,3497,387,467
908,20033,"Comanche County, Kansas",1088,1044,872,824,216,220
909,20035,"Cowley County, Kansas",15673,16030,14039,13940,1634,2090
910,20037,"Crawford County, Kansas",17221,17801,15504,15729,1717,2072
911,20039,"Decatur County, Kansas",1821,1818,1494,1378,327,440
912,20041,"Dickinson County, Kansas",8686,8972,7903,8073,783,899
913,20043,"Doniphan County, Kansas",3489,3576,3173,3136,316,440
914,20045,"Douglas County, Kansas",40250,46731,38486,43576,1764,3155
915,20047,"Edwards County, Kansas",1754,1636,1455,1302,299,334
916,20049,"Elk County, Kansas",1860,1760,1412,1284,448,476
917,20051,"Ellis County, Kansas",12078,12872,11193,11908,885,964
918,20053,"Ellsworth County, Kansas",3228,3239,2481,2463,747,776
919,20055,"Finney County, Kansas",13763,13276,12948,12359,815,917
920,20057,"Ford County, Kansas",11650,12005,10852,11145,798,860
921,20059,"Franklin County, Kansas",10229,11147,9452,10104,777,1043
922,20061,"Geary County, Kansas",11959,14517,10458,12690,1501,1827
923,20063,"Gove County, Kansas",1423,1373,1245,1154,178,219
924,20065,"Graham County, Kansas",1553,1484,1263,1196,290,288
925,20067,"Grant County, Kansas",3027,2945,2742,2716,285,229
926,20069,"Gray County, Kansas",2181,2340,2045,2153,136,187
927,20071,"Greeley County, Kansas",712,629,602,525,110,104
928,20073,"Greenwood County, Kansas",4273,4068,3234,2988,1039,1080
929,20075,"Hamilton County, Kansas",1211,1236,1054,1060,157,176
930,20077,"Harper County, Kansas",3270,3116,2773,2545,497,571
931,20079,"Harvey County, Kansas",13378,14527,12581,13411,797,1116
932,20081,"Haskell County, Kansas",1639,1666,1481,1510,158,156
933,20083,"Hodgeman County, Kansas",945,973,796,803,149,170
934,20085,"Jackson County, Kansas",5094,5779,4727,5228,367,551
935,20087,"Jefferson County, Kansas",7491,8160,6830,7366,661,794
936,20089,"Jewell County, Kansas",2103,2032,1695,1450,408,582
937,20091,"Johnson County, Kansas",181612,226571,174570,212882,7042,13689
938,20093,"Kearny County, Kansas",1657,1556,1542,1400,115,156
939,20095,"Kingman County, Kansas",3852,3818,3371,3227,481,591
940,20097,"Kiowa County, Kansas",1643,1220,1365,1014,278,206
941,20099,"Labette County, Kansas",10306,10092,9194,8822,1112,1270
942,20101,"Lane County, Kansas",1065,990,910,799,155,191
943,20103,"Leavenworth County, Kansas",24401,28697,23071,26447,1330,2250
944,20105,"Lincoln County, Kansas",1853,1864,1529,1423,324,441
945,20107,"Linn County, Kansas",4720,5446,3807,4020,913,1426
946,20109,"Logan County, Kansas",1423,1441,1243,1219,180,222
947,20111,"Lyon County, Kansas",14757,15237,13691,13303,1066,1934
948,20113,"McPherson County, Kansas",11830,12721,11205,11748,625,973
949,20115,"Marion County, Kansas",5882,5946,5114,5005,768,941
950,20117,"Marshall County, Kansas",4999,4866,4458,4300,541,566
951,20119,"Meade County, Kansas",1968,1998,1728,1713,240,285
952,20121,"Miami County, Kansas",10984,13190,10365,12161,619,1029
953,20123,"Mitchell County, Kansas",3340,3296,2850,2790,490,506
954,20125,"Montgomery County, Kansas",17207,16578,14903,14382,2304,2196
955,20127,"Morris County, Kansas",3160,3206,2539,2554,621,652
956,20129,"Morton County, Kansas",1519,1467,1306,1250,213,217
957,20131,"Nemaha County, Kansas",4340,4562,3959,4115,381,447
958,20133,"Neosho County, Kansas",7461,7513,6739,6645,722,868
959,20135,"Ness County, Kansas",1835,1740,1516,1365,319,375
960,20137,"Norton County, Kansas",2673,2542,2266,2163,407,379
961,20139,"Osage County, Kansas",7018,7503,6490,6552,528,951
962,20141,"Osborne County, Kansas",2419,2206,1940,1742,479,464
963,20143,"Ottawa County, Kansas",2755,2779,2430,2456,325,323
964,20145,"Pawnee County, Kansas",3114,3152,2739,2665,375,487
965,20147,"Phillips County, Kansas",3088,3049,2496,2432,592,617
966,20149,"Pottawatomie County, Kansas",7311,8626,6771,7878,540,748
967,20151,"Pratt County, Kansas",4633,4514,3963,3956,670,558
968,20153,"Rawlins County, Kansas",1565,1458,1269,1176,296,282
969,20155,"Reno County, Kansas",27625,28274,25498,25794,2127,2480
970,20157,"Republic County, Kansas",3113,2877,2557,2274,556,603
971,20159,"Rice County, Kansas",4609,4548,4050,3906,559,642
972,20161,"Riley County, Kansas",23397,28212,22137,25796,1260,2416
973,20163,"Rooks County, Kansas",2758,2768,2362,2238,396,530
974,20165,"Rush County, Kansas",1928,1869,1548,1511,380,358
975,20167,"Russell County, Kansas",3871,3910,3207,3173,664,737
976,20169,"Saline County, Kansas",22695,24101,21436,22416,1259,1685
977,20171,"Scott County, Kansas",2291,2193,2045,1983,246,210
978,20173,"Sedgwick County, Kansas",191133,211593,176444,193502,14689,18091
979,20175,"Seward County, Kansas",8027,8061,7419,7460,608,601
980,20177,"Shawnee County, Kansas",73768,79140,68920,72600,4848,6540
981,20179,"Sheridan County, Kansas",1263,1265,1124,1099,139,166
982,20181,"Sherman County, Kansas",3184,3148,2758,2608,426,540
983,20183,"Smith County, Kansas",2326,2232,1953,1748,373,484
984,20185,"Stafford County, Kansas",2458,2319,2010,1907,448,412
985,20187,"Stanton County, Kansas",1007,990,858,825,149,165
986,20189,"Stevens County, Kansas",2265,2306,1988,2044,277,262
987,20191,"Sumner County, Kansas",10877,10865,9888,9454,989,1411
988,20193,"Thomas County, Kansas",3562,3536,3226,3196,336,340
989,20195,"Trego County, Kansas",1723,1682,1412,1358,311,324
990,20197,"Wabaunsee County, Kansas",3033,3227,2633,2737,400,490
991,20199,"Wallace County, Kansas",791,781,674,620,117,161
992,20201,"Washington County, Kansas",3142,2955,2673,2474,469,481
993,20203,"Wichita County, Kansas",1119,1054,967,891,152,163
994,20205,"Wilson County, Kansas",4937,4682,4203,3933,734,749
995,20207,"Woodson County, Kansas",2076,2022,1642,1524,434,498
996,20209,"Wyandotte County, Kansas",65892,66747,59700,58399,6192,8348
997,21001,"Adair County, Kentucky",7792,8568,6747,7285,1045,1283
998,21003,"Allen County, Kentucky",8057,9307,6910,7848,1147,1459
999,21005,"Anderson County, Kentucky",7752,9127,7320,8369,432,758
1000,21007,"Ballard County, Kentucky",3837,3885,3395,3397,442,488
1001,21009,"Barren County, Kentucky",17095,19188,15346,16999,1749,2189
1002,21011,"Bath County, Kentucky",4994,5405,4445,4587,549,818
1003,21013,"Bell County, Kentucky",13341,13154,12004,11787,1337,1367
1004,21015,"Boone County, Kentucky",33351,46154,31258,43216,2093,2938
1005,21017,"Bourbon County, Kentucky",8349,8927,7681,7976,668,951
1006,21019,"Boyd County, Kentucky",21976,21803,20010,19787,1966,2016
1007,21021,"Boyle County, Kentucky",11418,12312,10574,11075,844,1237
1008,21023,"Bracken County, Kentucky",3715,3840,3228,3317,487,523
1009,21025,"Breathitt County, Kentucky",6812,6231,6170,5494,642,737
1010,21027,"Breckinridge County, Kentucky",9890,10630,7324,7827,2566,2803
1011,21029,"Bullitt County, Kentucky",23160,29318,22171,27673,989,1645
1012,21031,"Butler County, Kentucky",5815,5877,5059,5057,756,820
1013,21033,"Caldwell County, Kentucky",6126,6292,5431,5393,695,899
1014,21035,"Calloway County, Kentucky",16069,18065,13862,15530,2207,2535
1015,21037,"Campbell County, Kentucky",36898,39523,34742,36069,2156,3454
1016,21039,"Carlisle County, Kentucky",2490,2441,2208,2116,282,325
1017,21041,"Carroll County, Kentucky",4439,4696,3940,4061,499,635
1018,21043,"Carter County, Kentucky",11534,12311,10342,10760,1192,1551
1019,21045,"Casey County, Kentucky",7242,7487,6260,6351,982,1136
1020,21047,"Christian County, Kentucky",27182,29459,24857,26144,2325,3315
1021,21049,"Clark County, Kentucky",13749,15706,13015,14267,734,1439
1022,21051,"Clay County, Kentucky",9439,8875,8556,7732,883,1143
1023,21053,"Clinton County, Kentucky",4888,5311,4086,4358,802,953
1024,21055,"Crittenden County, Kentucky",4410,4569,3829,3781,581,788
1025,21057,"Cumberland County, Kentucky",3567,3690,2976,2883,591,807
1026,21059,"Daviess County, Kentucky",38432,41452,36033,38619,2399,2833
1027,21061,"Edmonson County, Kentucky",6104,6467,4648,4857,1456,1610
1028,21063,"Elliott County, Kentucky",3107,3371,2638,2773,469,598
1029,21065,"Estill County, Kentucky",6824,6865,6108,5984,716,881
1030,21067,"Fayette County, Kentucky",116167,135160,108288,123043,7879,12117
1031,21069,"Fleming County, Kentucky",6120,6623,5367,5729,753,894
1032,21071,"Floyd County, Kentucky",18551,18175,16881,16060,1670,2115
1033,21073,"Franklin County, Kentucky",21409,23164,19907,20662,1502,2502
1034,21075,"Fulton County, Kentucky",3697,3372,3237,2864,460,508
1035,21077,"Gallatin County, Kentucky",3362,3786,2902,3160,460,626
1036,21079,"Garrard County, Kentucky",6414,7463,5741,6668,673,795
1037,21081,"Grant County, Kentucky",9306,9942,8175,8614,1131,1328
1038,21083,"Graves County, Kentucky",16340,16777,14841,14978,1499,1799
1039,21085,"Grayson County, Kentucky",12802,13561,9596,10082,3206,3479
1040,21087,"Green County, Kentucky",5420,5324,4706,4601,714,723
1041,21089,"Greenup County, Kentucky",15977,16330,14536,14671,1441,1659
1042,21091,"Hancock County, Kentucky",3600,3734,3215,3285,385,449
1043,21093,"Hardin County, Kentucky",37673,43261,34497,39853,3176,3408
1044,21095,"Harlan County, Kentucky",15017,13513,13291,11789,1726,1724
1045,21097,"Harrison County, Kentucky",7660,8208,7012,7343,648,865
1046,21099,"Hart County, Kentucky",8045,8559,6769,7097,1276,1462
1047,21101,"Henderson County, Kentucky",19466,20320,18095,18705,1371,1615
1048,21103,"Henry County, Kentucky",6381,6640,5844,5963,537,677
1049,21105,"Hickman County, Kentucky",2436,2342,2188,2028,248,314
1050,21107,"Hopkins County, Kentucky",20668,21180,18820,18980,1848,2200
1051,21109,"Jackson County, Kentucky",6065,6523,5307,5486,758,1037
1052,21111,"Jefferson County, Kentucky",305835,337616,287012,309175,18823,28441
1053,21113,"Jessamine County, Kentucky",14646,19331,13867,17642,779,1689
1054,21115,"Johnson County, Kentucky",10236,10624,9103,9362,1133,1262
1055,21117,"Kenton County, Kentucky",63571,68975,59444,62768,4127,6207
1056,21119,"Knott County, Kentucky",7579,7461,6717,6414,862,1047
1057,21121,"Knox County, Kentucky",13999,14485,12416,12722,1583,1763
1058,21123,"Larue County, Kentucky",5860,6172,5275,5615,585,557
1059,21125,"Laurel County, Kentucky",22317,25446,20353,23014,1964,2432
1060,21127,"Lawrence County, Kentucky",7040,7286,5954,6239,1086,1047
1061,21129,"Lee County, Kentucky",3321,3436,2985,2910,336,526
1062,21131,"Leslie County, Kentucky",5502,5278,4885,4555,617,723
1063,21133,"Letcher County, Kentucky",11405,11601,10085,10014,1320,1587
1064,21135,"Lewis County, Kentucky",6173,6481,5422,5497,751,984
1065,21137,"Lincoln County, Kentucky",10127,10819,9206,9777,921,1042
1066,21139,"Livingston County, Kentucky",4772,4824,3996,3985,776,839
1067,21141,"Logan County, Kentucky",11875,12339,10506,10666,1369,1673
1068,21143,"Lyon County, Kentucky",4189,4791,2898,3287,1291,1504
1069,21145,"McCracken County, Kentucky",30361,31079,27736,28227,2625,2852
1070,21147,"McCreary County, Kentucky",7405,7507,6520,6477,885,1030
1071,21149,"McLean County, Kentucky",4392,4264,3984,3833,408,431
1072,21151,"Madison County, Kentucky",29595,35043,27152,31973,2443,3070
1073,21153,"Magoffin County, Kentucky",5447,5950,5024,5309,423,641
1074,21155,"Marion County, Kentucky",7277,8182,6613,7358,664,824
1075,21157,"Marshall County, Kentucky",14730,15748,12412,13073,2318,2675
1076,21159,"Martin County, Kentucky",5551,5164,4776,4516,775,648
1077,21161,"Mason County, Kentucky",7754,8105,6847,7031,907,1074
